filepath,size_MB,resolution,num_frames,class,label_content,type,split
val/shoulder press/shoulder press_6.mp4,3.58,1280x720,156,shoulder press,frame_000000 frame_000155,video,val
val/shoulder press/shoulder_press_21.mp4,21.63,720x1280,651,shoulder press,frame_000000 frame_000650,video,val
val/shoulder press/shoulder_press_26.webm,0.51,898x506,593,shoulder press,frame_000000 frame_000592,video,val
val/shoulder press/shoulder_press_32.mp4,1.6,854x480,710,shoulder press,frame_000163 frame_000149; frame_000439 frame_000578,video,val
val/shoulder press/shoulder_press_34.mp4,3.97,854x480,1347,shoulder press,frame_000780 frame_001346,video,val
val/shoulder press/shoulder_press_36.mp4,1.08,854x450,245,shoulder press,frame_000000 frame_000244,video,val
val/squat/squat_12.mp4,3.14,1280x720,113,squat,frame_000000 frame_000112,video,val
val/squat/squat_16.mp4,1.4,1280x720,47,squat,frame_000000 frame_000046,video,val
val/squat/squat_17.mp4,1.72,1280x720,110,squat,frame_000000 frame_000109,video,val
val/squat/squat_18.mp4,1.52,1280x720,93,squat,frame_000000 frame_000092,video,val
val/squat/squat_36.mp4,1.56,854x480,363,squat,frame_000000 frame_000358,video,val
val/squat/squat_6.MOV,65.98,1920x1080,664,squat,frame_000000 frame_000663,video,val
val/squat/squat_7.mp4,1.39,1280x720,58,squat,frame_000000 frame_000057,video,val
val/squat/squat_8.mp4,2.86,1280x720,101,squat,frame_000000 frame_000100,video,val
val/t bar row/t bar row_1.MOV,23.4,1920x1080,334,t bar row,frame_000000 frame_000295,video,val
val/t bar row/t bar row_18.mp4,9.11,1280x720,393,t bar row,frame_000000 frame_000392,video,val
val/t bar row/t bar row_4.MOV,30.91,1920x1080,445,t bar row,frame_000110 frame_000444,video,val
val/t bar row/t_bar_row_26.mp4,1.94,640x360,1118,t bar row,frame_000555 frame_000906,video,val
val/t bar row/t_bar_row_29.mp4,3.9,854x480,1916,t bar row,frame_001071 frame_001870,video,val
val/t bar row/t_bar_row_32.mp4,2.51,1280x720,350,t bar row,frame_000031 frame_000310,video,val
val/t bar row/t_bar_row_33.mp4,4.96,640x480,1621,t bar row,frame_001061 frame_001510,video,val
val/tricep Pushdown/tricep pushdown_12.mp4,0.41,1920x1080,98,tricep Pushdown,frame_000000 frame_000097,video,val
val/tricep Pushdown/tricep pushdown_15.mp4,0.24,1920x1080,59,tricep Pushdown,frame_000000 frame_000058,video,val
val/tricep Pushdown/tricep pushdown_21.mp4,0.2,1920x1080,50,tricep Pushdown,frame_000000 frame_000049,video,val
val/tricep Pushdown/tricep pushdown_27.mp4,0.32,1920x1080,78,tricep Pushdown,frame_000000 frame_000077,video,val
val/tricep Pushdown/tricep pushdown_34.mp4,0.25,1920x1080,61,tricep Pushdown,frame_000000 frame_000060,video,val
val/tricep Pushdown/tricep pushdown_35.mp4,0.25,1920x1080,60,tricep Pushdown,frame_000000 frame_000059,video,val
val/tricep Pushdown/tricep pushdown_42.mp4,10.39,1280x720,471,tricep Pushdown,frame_000000 frame_000470,video,val
val/tricep Pushdown/tricep pushdown_43.mp4,5.86,1280x720,194,tricep Pushdown,frame_000000 frame_000193,video,val
val/tricep Pushdown/tricep pushdown_46.mp4,5.06,1280x720,225,tricep Pushdown,frame_000000 frame_000224,video,val
val/tricep Pushdown/tricep pushdown_5.mp4,0.23,1920x1080,57,tricep Pushdown,frame_000000 frame_000056,video,val
val/tricep Pushdown/tricep_Pushdown_52.mp4,30.98,720x1280,951,tricep Pushdown,frame_000000 frame_000950,video,val
val/tricep Pushdown/tricep_Pushdown_55.mp4,21.26,720x1280,651,tricep Pushdown,frame_000000 frame_000650,video,val
val/tricep Pushdown/tricep_Pushdown_57.mp4,20.69,720x1280,631,tricep Pushdown,frame_000000 frame_000630,video,val
val/tricep dips/tricep dips_10.mp4,10.12,1280x720,447,tricep dips,frame_000000 frame_000446,video,val
val/tricep dips/tricep dips_11.mp4,8.3,1280x720,369,tricep dips,frame_000000 frame_000368,video,val
val/tricep dips/tricep dips_16.mp4,7.46,1280x720,324,tricep dips,frame_000000 frame_000323,video,val
val/tricep dips/tricep dips_6.mp4,6.97,1280x720,333,tricep dips,frame_000000 frame_000332,video,val
val/tricep dips/tricep_dips_21.mp4,16.9,720x1280,494,tricep dips,frame_000000 frame_000493,video,val
val/tricep dips/tricep_dips_22.mp4,20.5,720x1280,626,tricep dips,frame_000000 frame_000625,video,val
val/tricep dips/tricep_dips_27.mp4,20.2,720x1280,620,tricep dips,frame_000000 frame_000619,video,val
val/tricep dips/tricep_dips_28.mp4,18.88,720x1280,575,tricep dips,frame_000000 frame_000574,video,val
val/tricep dips/tricep_dips_36.webm,0.94,596x336,238,tricep dips,frame_000000 frame_000237,video,val
test/barbell biceps curl/barbell biceps curl_12.mp4,0.5,1920x1080,123,barbell biceps curl,frame_000000 frame_000122,video,test
test/barbell biceps curl/barbell biceps curl_13.mp4,0.5,1920x1080,122,barbell biceps curl,frame_000000 frame_000121,video,test
test/barbell biceps curl/barbell biceps curl_2.mp4,0.32,1920x1080,77,barbell biceps curl,frame_000000 frame_000076,video,test
test/barbell biceps curl/barbell biceps curl_21.mp4,0.24,1920x1080,58,barbell biceps curl,frame_000000 frame_000057,video,test
test/barbell biceps curl/barbell biceps curl_22.mp4,0.24,1920x1080,58,barbell biceps curl,frame_000000 frame_000057,video,test
test/barbell biceps curl/barbell biceps curl_25.mp4,0.32,1920x1080,78,barbell biceps curl,frame_000000 frame_000077,video,test
test/barbell biceps curl/barbell biceps curl_34.mp4,0.26,1920x1080,63,barbell biceps curl,frame_000000 frame_000062,video,test
test/barbell biceps curl/barbell biceps curl_35.mp4,0.24,1920x1080,58,barbell biceps curl,frame_000000 frame_000057,video,test
test/barbell biceps curl/barbell biceps curl_36.mp4,0.21,1920x1080,50,barbell biceps curl,frame_000000 frame_000049,video,test
test/barbell biceps curl/barbell biceps curl_38.mp4,0.24,1920x1080,59,barbell biceps curl,frame_000000 frame_000058,video,test
test/barbell biceps curl/barbell biceps curl_41.mp4,4.16,1280x720,201,barbell biceps curl,frame_000000 frame_000200,video,test
test/barbell biceps curl/barbell biceps curl_59.mp4,3.65,1280x720,194,barbell biceps curl,frame_000000 frame_000193,video,test
test/barbell biceps curl/barbell_biceps_curl_65.mp4,22.34,720x1280,681,barbell biceps curl,frame_000000 frame_000680,video,test
test/barbell biceps curl/barbell_biceps_curl_70.mp4,21.12,720x1280,638,barbell biceps curl,frame_000000 frame_000637,video,test
test/barbell biceps curl/barbell_biceps_curl_73.mp4,6.28,654x480,2405,barbell biceps curl,frame_000000 frame_000139; frame_000850 frame_001030; frame_001031 frame_001259; frame_001260 frame_001354; frame_001355 frame_001514; frame_001515 frame_001755; frame_001756 frame_001873; frame_001874 frame_002041; frame_002042 frame_002221; frame_002222 frame_002306; frame_002307 frame_002404,video,test
test/barbell biceps curl/barbell_biceps_curl_74.webm,0.98,596x336,219,barbell biceps curl,frame_000061 frame_000218,video,test
test/barbell biceps curl/barbell_biceps_curl_80.mp4,0.43,854x480,421,barbell biceps curl,frame_000000 frame_000420,video,test
test/lateral raise/lateral raise_16.mp4,2.26,1280x720,120,lateral raise,frame_000000 frame_000119,video,test
test/lateral raise/lateral raise_20.mp4,2.59,1280x720,99,lateral raise,frame_000000 frame_000098,video,test
test/lateral raise/lateral raise_28.mp4,7.15,1280x720,271,lateral raise,frame_000000 frame_000270,video,test
test/lateral raise/lateral raise_3.MOV,45.49,1920x1080,432,lateral raise,frame_000000 frame_000415,video,test
test/lateral raise/lateral raise_31.mp4,6.6,1280x720,294,lateral raise,frame_000000 frame_000293,video,test
test/lateral raise/lateral raise_34.mp4,5.86,1280x720,261,lateral raise,frame_000000 frame_000260,video,test
test/lateral raise/lateral raise_5.MOV,61.34,1920x1080,585,lateral raise,frame_000000 frame_000584,video,test
test/lateral raise/lateral raise_9.mp4,4.85,1280x720,166,lateral raise,frame_000003 frame_000165,video,test
test/lateral raise/lateral_raise_39.mp4,25.87,720x1280,784,lateral raise,frame_000000 frame_000783,video,test
test/lateral raise/lateral_raise_47.webm,1.06,898x506,550,lateral raise,frame_000000 frame_000549,video,test
test/lateral raise/lateral_raise_51.webm,0.53,898x506,731,lateral raise,frame_000000 frame_000730,video,test
test/push-up/push-up_10.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_17.mp4,0.37,1920x1080,91,push-up,frame_000000 frame_000090,video,test
test/push-up/push-up_19.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_29.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_32.mp4,0.65,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_36.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_40.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_45.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_48.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_49.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,test
test/push-up/push-up_51.mp4,1.98,1280x720,133,push-up,frame_000000 frame_000066; frame_000072 frame_000132,video,test
test/push-up/push-up_56.mp4,7.97,1280x720,584,push-up,frame_000000 frame_000583,video,test
test/push-up/push-up_58.webm,0.26,900x474,304,push-up,frame_000000 frame_000303,video,test
test/bench press/bench press_13.mp4,0.32,1920x1080,78,bench press,frame_000000 frame_000077,video,test
test/bench press/bench press_16.mp4,0.29,1920x1080,72,bench press,frame_000000 frame_000071,video,test
test/bench press/bench press_17.mp4,0.43,1920x1080,104,bench press,frame_000000 frame_000103,video,test
test/bench press/bench press_28.mp4,0.42,1920x1080,103,bench press,frame_000000 frame_000102,video,test
test/bench press/bench press_35.mp4,1.25,1280x720,66,bench press,frame_000000 frame_000065,video,test
test/bench press/bench press_36.mp4,3.63,1280x720,139,bench press,frame_000000 frame_000138,video,test
test/bench press/bench press_38.mp4,1.41,1280x720,60,bench press,frame_000000 frame_000059,video,test
test/bench press/bench press_40.mp4,6.19,1280x720,225,bench press,frame_000000 frame_000224,video,test
test/bench press/bench press_46.mp4,1.22,1280x720,45,bench press,frame_000000 frame_000044,video,test
test/bench press/bench press_47.mp4,1.4,1280x720,65,bench press,frame_000000 frame_000064,video,test
test/bench press/bench press_53.mp4,1.13,1280x720,43,bench press,frame_000000 frame_000042,video,test
test/bench press/bench press_56.mp4,2.96,1280x720,107,bench press,frame_000000 frame_000106,video,test
test/bench press/bench press_8.mp4,0.34,1920x1080,83,bench press,frame_000000 frame_000082,video,test
test/bench press/bench_press_69.mp4,21.35,720x1280,651,bench press,frame_000000 frame_000650,video,test
test/bench press/bench_press_72.webm,0.73,900x474,373,bench press,frame_000000 frame_000372,video,test
test/bench press/bench_press_74.webm,0.8,898x506,535,bench press,frame_000000 frame_000534,video,test
test/chest fly machine/chest fly machine_15.mp4,0.6,1920x1080,148,chest fly machine,frame_000000 frame_000147,video,test
test/chest fly machine/chest fly machine_2.mp4,0.42,1920x1080,104,chest fly machine,frame_000000 frame_000103,video,test
test/chest fly machine/chest fly machine_27.mp4,1.08,988x556,90,chest fly machine,frame_000000 frame_000089,video,test
test/chest fly machine/chest_fly_machine_33.mp4,20.64,720x1280,631,chest fly machine,frame_000000 frame_000630,video,test
test/chest fly machine/chest_fly_machine_39.webm,0.73,898x506,500,chest fly machine,frame_000000 frame_000499,video,test
test/chest fly machine/chest_fly_machine_41.webm,1.72,898x506,1411,chest fly machine,frame_000000 frame_001410,video,test
test/chest fly machine/chest_fly_machine_45.webm,1.17,596x336,317,chest fly machine,frame_000000 frame_000316,video,test
test/chest fly machine/chest_fly_machine_47.webm,1.99,596x336,442,chest fly machine,frame_000000 frame_000441,video,test
test/chest fly machine/chest_fly_machine_49.mp4,1.19,640x360,929,chest fly machine,frame_000376 frame_000582; frame_000595 frame_000863,video,test
test/chest fly machine/chest_fly_machine_50.mp4,0.77,640x338,453,chest fly machine,frame_000000 frame_000452,video,test
test/deadlift/deadlift_10.mp4,0.61,1920x1080,150,deadlift,frame_000000 frame_000149,video,test
test/deadlift/deadlift_13.mp4,1.06,1920x1080,263,deadlift,frame_000000 frame_000262,video,test
test/deadlift/deadlift_16.mp4,0.44,1920x1080,109,deadlift,frame_000000 frame_000108,video,test
test/deadlift/deadlift_22.mp4,0.3,1920x1080,70,deadlift,frame_000000 frame_000069,video,test
test/deadlift/deadlift_23.mp4,0.3,1920x1080,72,deadlift,frame_000000 frame_000071,video,test
test/deadlift/deadlift_29.mp4,2.56,1280x720,103,deadlift,frame_000000 frame_000102,video,test
test/deadlift/deadlift_35.mp4,21.01,720x1280,647,deadlift,frame_000000 frame_000646,video,test
test/deadlift/deadlift_4.mp4,0.61,1920x1080,150,deadlift,frame_000000 frame_000149,video,test
test/deadlift/deadlift_43.webm,0.94,900x474,346,deadlift,frame_000035 frame_000090; frame_000125 frame_000200; frame_000260 frame_000323,video,test
test/deadlift/deadlift_9.mp4,0.61,1920x1080,147,deadlift,frame_000000 frame_000146,video,test
test/decline bench press/dbp_4.MOV,84.17,1920x1080,694,decline bench press,frame_000000 frame_000693,video,test
test/decline bench press/dbp_5.MOV,85.13,1920x1080,801,decline bench press,frame_000000 frame_000800,video,test
test/decline bench press/decline_bench_press_15.mp4,7.73,1280x720,1405,decline bench press,frame_000700 frame_001225,video,test
test/decline bench press/decline_bench_press_18.mp4,2.28,360x640,1174,decline bench press,frame_000000 frame_001173,video,test
test/decline bench press/decline_bench_press_22.mp4,2.6,640x360,1402,decline bench press,frame_000226 frame_001305,video,test
test/decline bench press/decline_bench_press_30.mp4,1.73,640x360,2117,decline bench press,frame_000446 frame_001180; frame_001316 frame_002000,video,test
test/decline bench press/decline_bench_press_32.mp4,0.86,360x640,586,decline bench press,frame_000246 frame_000585,video,test
test/hammer curl/hammer curl_1.MOV,41.47,1920x1080,394,hammer curl,frame_000000 frame_000393,video,test
test/hammer curl/hammer curl_18.mp4,1.6,1080x608,93,hammer curl,frame_000000 frame_000092,video,test
test/hammer curl/hammer curl_3.MOV,51.58,1920x1080,491,hammer curl,frame_000041 frame_000490,video,test
test/hammer curl/hammer curl_7.MOV,47.93,1920x1080,480,hammer curl,frame_000000 frame_000479,video,test
test/hammer curl/hammer curl_9.mp4,3.29,1280x720,141,hammer curl,frame_000000 frame_000140,video,test
test/hammer curl/hammer_curl_25.mp4,21.02,720x1280,639,hammer curl,frame_000000 frame_000638,video,test
test/hammer curl/hammer_curl_28.webm,1.46,898x506,743,hammer curl,frame_000000 frame_000742,video,test
test/hammer curl/hammer_curl_30.webm,2.01,596x336,547,hammer curl,frame_000000 frame_000546,video,test
test/hammer curl/hammer_curl_32.webm,0.42,898x506,584,hammer curl,frame_000000 frame_000583,video,test
test/hammer curl/hammer_curl_36.mp4,1.03,360x640,361,hammer curl,frame_000000 frame_000360,video,test
test/hip thrust/hip thrust_16.mp4,4.31,1280x720,153,hip thrust,frame_000000 frame_000152,video,test
test/hip thrust/hip thrust_17.mp4,1.83,1280x720,73,hip thrust,frame_000000 frame_000072,video,test
test/hip thrust/hip thrust_7.mp4,6.76,1280x720,299,hip thrust,frame_000000 frame_000298,video,test
test/hip thrust/hip thrust_8.mp4,3.38,1280x720,150,hip thrust,frame_000000 frame_000149,video,test
test/hip thrust/hip_thrust_21.webm,1.11,504x900,802,hip thrust,frame_000000 frame_000801,video,test
test/hip thrust/hip_thrust_22.webm,1.78,504x900,865,hip thrust,frame_000000 frame_000864,video,test
test/hip thrust/hip_thrust_26.mp4,31.63,640x360,13688,hip thrust,frame_000000 frame_000196; frame_002355 frame_003900; frame_005375 frame_006410; frame_007450 frame_008200; frame_008765 frame_009505; frame_010600 frame_011060; frame_012135 frame_012600,video,test
test/hip thrust/hip_thrust_36.mp4,0.8,480x854,347,hip thrust,frame_000000 frame_000270,video,test
test/incline bench press/incline bench press_15.mp4,0.35,1920x1080,87,incline bench press,frame_000000 frame_000086,video,test
test/incline bench press/incline bench press_16.mp4,0.26,1920x1080,62,incline bench press,frame_000000 frame_000061,video,test
test/incline bench press/incline bench press_17.mp4,0.31,1920x1080,75,incline bench press,frame_000000 frame_000074,video,test
test/incline bench press/incline bench press_18.mp4,0.45,1920x1080,110,incline bench press,frame_000000 frame_000109,video,test
test/incline bench press/incline bench press_24.mp4,0.33,1920x1080,78,incline bench press,frame_000000 frame_000077,video,test
test/incline bench press/incline bench press_25.mp4,0.32,1920x1080,74,incline bench press,frame_000000 frame_000073,video,test
test/incline bench press/incline bench press_26.mp4,22.15,1280x720,989,incline bench press,frame_000000 frame_000988,video,test
test/incline bench press/incline_bench_press_36.mp4,21.04,720x1280,642,incline bench press,frame_000000 frame_000641,video,test
test/incline bench press/incline_bench_press_43.webm,2.32,898x506,992,incline bench press,frame_000000 frame_000991,video,test
test/incline bench press/incline_bench_press_47.webm,0.59,900x474,1153,incline bench press,frame_000175 frame_001025,video,test
test/lat pulldown/lat pulldown_14.mp4,0.44,1920x1080,109,lat pulldown,frame_000000 frame_000108,video,test
test/lat pulldown/lat pulldown_15.mp4,0.61,1920x1080,150,lat pulldown,frame_000000 frame_000149,video,test
test/lat pulldown/lat pulldown_21.mp4,0.25,1920x1080,60,lat pulldown,frame_000000 frame_000059,video,test
test/lat pulldown/lat pulldown_23.mp4,0.43,1920x1080,106,lat pulldown,frame_000000 frame_000105,video,test
test/lat pulldown/lat pulldown_3.mp4,0.29,1920x1080,69,lat pulldown,frame_000000 frame_000068,video,test
test/lat pulldown/lat pulldown_33.mp4,1.71,1280x720,58,lat pulldown,frame_000000 frame_000057,video,test
test/lat pulldown/lat pulldown_41.mp4,3.53,1280x720,159,lat pulldown,frame_000000 frame_000158,video,test
test/lat pulldown/lat pulldown_45.mp4,5.02,1280x720,222,lat pulldown,frame_000000 frame_000221,video,test
test/lat pulldown/lat pulldown_48.mp4,6.13,1280x720,287,lat pulldown,frame_000000 frame_000139; frame_000199 frame_000286,video,test
test/lat pulldown/lat pulldown_49.mp4,5.97,1280x720,258,lat pulldown,frame_000000 frame_000257,video,test
test/lat pulldown/lat pulldown_51.mp4,2.25,1280x720,77,lat pulldown,frame_000003 frame_000076,video,test
test/lat pulldown/lat pulldown_8.mp4,0.61,1920x1080,149,lat pulldown,frame_000000 frame_000148,video,test
test/lat pulldown/lat_pulldown_58.mp4,21.39,720x1280,645,lat pulldown,frame_000000 frame_000644,video,test
test/lat pulldown/lat_pulldown_62.webm,0.87,898x506,420,lat pulldown,frame_000000 frame_000419,video,test
test/leg extension/leg extension_21.mp4,3.12,1280x720,141,leg extension,frame_000000 frame_000140,video,test
test/leg extension/leg extension_5.MOV,26.5,1920x1080,378,leg extension,frame_000000 frame_000377,video,test
test/leg extension/leg_extension_29.mp4,22.19,720x1280,683,leg extension,frame_000000 frame_000682,video,test
test/leg extension/leg_extension_30.mp4,20.76,720x1280,632,leg extension,frame_000000 frame_000631,video,test
test/leg extension/leg_extension_33.mp4,20.27,720x1280,620,leg extension,frame_000000 frame_000619,video,test
test/leg extension/leg_extension_38.webm,2.1,596x336,715,leg extension,frame_000000 frame_000714,video,test
test/leg extension/leg_extension_39.mp4,1.04,854x480,723,leg extension,frame_000261 frame_000722,video,test
test/leg extension/leg_extension_40.mp4,1.81,854x480,553,leg extension,frame_000271 frame_000506,video,test
test/leg extension/leg_extension_42.mp4,2.59,640x360,1277,leg extension,frame_000560 frame_000809; frame_000869 frame_001148,video,test
test/leg raises/leg raises_12.mp4,3.43,1280x720,190,leg raises,frame_000000 frame_000189,video,test
test/leg raises/leg raises_16.mp4,6.3,1280x720,219,leg raises,frame_000000 frame_000218,video,test
test/leg raises/leg raises_2.MOV,30.83,1920x1080,444,leg raises,frame_000000 frame_000443,video,test
test/leg raises/leg raises_6.MOV,24.55,1920x1080,351,leg raises,frame_000000 frame_000350,video,test
test/leg raises/leg_raises_28.mp4,20.26,720x1280,618,leg raises,frame_000000 frame_000617,video,test
test/leg raises/leg_raises_30.mp4,1.06,1280x676,255,leg raises,frame_000000 frame_000254,video,test
test/leg raises/leg_raises_34.webm,0.42,898x506,582,leg raises,frame_000000 frame_000581,video,test
test/plank/plank_1.MOV,76.63,1920x1080,1104,plank,frame_000000 frame_000103,video,test
test/plank/plank_6.mp4,12.24,1280x720,664,plank,frame_000000 frame_000663,video,test
test/pull Up/pull up_14.mp4,3.4,1280x720,202,pull Up,frame_000000 frame_000201,video,test
test/pull Up/pull up_17.mp4,2.15,1280x720,75,pull Up,frame_000000 frame_000074,video,test
test/pull Up/pull up_18.mp4,2.63,1280x720,86,pull Up,frame_000000 frame_000085,video,test
test/pull Up/pull up_21.mp4,5.84,1280x720,255,pull Up,frame_000021 frame_000254,video,test
test/pull Up/pull up_22.mp4,4.69,1280x720,210,pull Up,frame_000000 frame_000209,video,test
test/pull Up/pull up_4.mp4,23.69,1920x1080,575,pull Up,frame_000160 frame_000550,video,test
test/pull Up/pull up_8.mp4,2.42,1280x720,140,pull Up,frame_000000 frame_000139,video,test
test/pull Up/pull_up_3.mp4,13.24,720x1280,397,pull Up,frame_000000 frame_000396,video,test
test/pull Up/pull_up_5.mp4,16.21,720x1280,491,pull Up,frame_000000 frame_000490,video,test
test/romanian deadlift/romanian deadlift_14.mp4,7.84,1280x720,330,romanian deadlift,frame_000000 frame_000329,video,test
test/romanian deadlift/romanian deadlift_4.MOV,30.6,1920x1440,376,romanian deadlift,frame_000000 frame_000349,video,test
test/romanian deadlift/romanian deadlift_7.mp4,9.37,1280x720,366,romanian deadlift,frame_000000 frame_000067; frame_000314 frame_000365,video,test
test/romanian deadlift/romanian_deadlift_15.mp4,30.79,720x1280,944,romanian deadlift,frame_000000 frame_000943,video,test
test/romanian deadlift/romanian_deadlift_23.webm,0.29,898x506,194,romanian deadlift,frame_000000 frame_000193,video,test
test/romanian deadlift/romanian_deadlift_25.webm,1.19,596x336,729,romanian deadlift,frame_000000 frame_000728,video,test
test/russian twist/russian twist_11.mp4,1.42,1280x720,183,russian twist,frame_000000 frame_000182,video,test
test/russian twist/russian twist_4.mp4,3.0,1280x720,554,russian twist,frame_000000 frame_000553,video,test
test/russian twist/russian twist_8.mp4,4.54,1280x720,310,russian twist,frame_000000 frame_000309,video,test
test/russian twist/russian_twist_14.webm,0.3,900x474,284,russian twist,frame_000000 frame_000283,video,test
test/russian twist/russian_twist_18.webm,1.4,596x336,375,russian twist,frame_000000 frame_000374,video,test
test/russian twist/russian_twist_22.mp4,1.85,854x480,490,russian twist,frame_000000 frame_000489,video,test
test/russian twist/russian_twist_31.mp4,1.53,854x480,393,russian twist,frame_000151 frame_000392,video,test
test/shoulder press/shoulder press_10.mp4,6.44,640x360,384,shoulder press,frame_000000 frame_000383,video,test
test/shoulder press/shoulder press_14.mp4,3.03,640x360,183,shoulder press,frame_000000 frame_000182,video,test
test/shoulder press/shoulder press_8.mp4,3.41,1280x720,118,shoulder press,frame_000000 frame_000117,video,test
test/shoulder press/shoulder_press_18.mp4,22.72,720x1280,681,shoulder press,frame_000000 frame_000680,video,test
test/shoulder press/shoulder_press_22.mp4,21.17,720x1280,630,shoulder press,frame_000000 frame_000149,video,test
test/shoulder press/shoulder_press_25.mp4,20.64,720x1280,632,shoulder press,frame_000000 frame_000631,video,test
test/shoulder press/shoulder_press_29.webm,0.49,898x506,602,shoulder press,frame_000000 frame_000601,video,test
test/shoulder press/shoulder_press_30.webm,0.84,898x506,803,shoulder press,frame_000000 frame_000802,video,test
test/shoulder press/shoulder_press_37.mp4,1.77,854x480,302,shoulder press,frame_000000 frame_000928,video,test
test/squat/squat_27.mp4,14.7,1280x720,647,squat,frame_000000 frame_000646,video,test
test/squat/squat_29.mp4,1.56,1280x720,55,squat,frame_000000 frame_000054,video,test
test/squat/squat_3.MOV,60.91,1920x1080,639,squat,frame_000000 frame_000638,video,test
test/squat/squat_30.webm,0.39,504x900,378,squat,frame_000000 frame_000377,video,test
test/squat/squat_34.webm,0.58,504x900,570,squat,frame_000000 frame_000569,video,test
test/squat/squat_37.mp4,4.71,854x480,1580,squat,frame_000000 frame_000083; frame_000374 frame_000940; frame_001031 frame_001483,video,test
test/squat/squat_4.MOV,62.73,1920x1080,600,squat,frame_000000 frame_000599,video,test
test/squat/squat_41.mp4,0.59,854x480,352,squat,frame_000000 frame_000351,video,test
test/squat/squat_5.MOV,56.78,1920x1080,656,squat,frame_000000 frame_000655,video,test
test/t bar row/t bar row_12.mp4,6.25,1280x720,228,t bar row,frame_000000 frame_000227,video,test
test/t bar row/t bar row_13.mp4,2.45,1280x720,86,t bar row,frame_000000 frame_000085,video,test
test/t bar row/t bar row_7.MOV,34.86,1920x1080,503,t bar row,frame_000070 frame_000502,video,test
test/t bar row/t bar row_9.mp4,4.83,1280x720,175,t bar row,frame_000000 frame_000174,video,test
test/t bar row/t_bar_row_23.webm,0.95,898x506,529,t bar row,frame_000000 frame_000528,video,test
test/t bar row/t_bar_row_25.webm,1.72,600x316,469,t bar row,frame_000000 frame_000468,video,test
test/t bar row/t_bar_row_28.mp4,0.66,854x450,253,t bar row,frame_000000 frame_000252,video,test
test/tricep Pushdown/tricep pushdown_19.mp4,0.4,1920x1080,97,tricep Pushdown,frame_000000 frame_000096,video,test
test/tricep Pushdown/tricep pushdown_22.mp4,0.28,1920x1080,67,tricep Pushdown,frame_000000 frame_000066,video,test
test/tricep Pushdown/tricep pushdown_23.mp4,0.27,1920x1080,64,tricep Pushdown,frame_000000 frame_000063,video,test
test/tricep Pushdown/tricep pushdown_31.mp4,0.31,1920x1080,76,tricep Pushdown,frame_000000 frame_000075,video,test
test/tricep Pushdown/tricep pushdown_33.mp4,0.3,1920x1080,73,tricep Pushdown,frame_000000 frame_000072,video,test
test/tricep Pushdown/tricep pushdown_38.mp4,2.18,1280x720,102,tricep Pushdown,frame_000000 frame_000101,video,test
test/tricep Pushdown/tricep pushdown_4.mp4,0.23,1920x1080,56,tricep Pushdown,frame_000000 frame_000055,video,test
test/tricep Pushdown/tricep pushdown_41.mp4,4.9,1280x720,222,tricep Pushdown,frame_000000 frame_000221,video,test
test/tricep Pushdown/tricep pushdown_44.mp4,4.95,1280x720,180,tricep Pushdown,frame_000000 frame_000179,video,test
test/tricep Pushdown/tricep pushdown_45.mp4,2.46,1080x608,201,tricep Pushdown,frame_000000 frame_000200,video,test
test/tricep Pushdown/tricep pushdown_8.mp4,0.32,1920x1080,78,tricep Pushdown,frame_000000 frame_000077,video,test
test/tricep Pushdown/tricep pushdown_9.mp4,0.12,1920x1080,30,tricep Pushdown,frame_000000 frame_000029,video,test
test/tricep Pushdown/tricep_Pushdown_51.mp4,28.49,720x1280,874,tricep Pushdown,frame_000000 frame_000873,video,test
test/tricep Pushdown/tricep_Pushdown_60.webm,0.57,898x506,356,tricep Pushdown,frame_000000 frame_000355,video,test
test/tricep dips/tricep dips_14.mp4,4.44,1280x720,162,tricep dips,frame_000000 frame_000161,video,test
test/tricep dips/tricep dips_7.mp4,7.12,1280x720,321,tricep dips,frame_000000 frame_000320,video,test
test/tricep dips/tricep dips_9.mp4,8.83,1280x720,390,tricep dips,frame_000000 frame_000389,video,test
test/tricep dips/tricep_dips_26.mp4,13.07,720x1280,388,tricep dips,frame_000000 frame_000387,video,test
test/tricep dips/tricep_dips_29.mp4,21.77,720x1280,659,tricep dips,frame_000000 frame_000658,video,test
test/tricep dips/tricep_dips_30.mp4,20.59,720x1280,628,tricep dips,frame_000000 frame_000627,video,test
test/tricep dips/tricep_dips_32.webm,0.46,898x506,278,tricep dips,frame_000000 frame_000277,video,test
test/tricep dips/tricep_dips_33.webm,0.45,898x506,498,tricep dips,frame_000060 frame_000400,video,test
